permission,permission_type,permission_id,display_name,description,admin_consent_required,severity,severity_score,privileged,risk_family,resource,operation,constraint,scope_model,broad_scope,limited_or_resource_scoped,write_capability,read_capability,delete_capability,send_or_impersonation_capability,privilege_assignment_capability,control_plane,auth_or_credential_surface,business_data_exposure,security_data_exposure,device_management_surface,destructive_capability,recommended_handling,least_privilege_hint,risk_rationale,source,source_section,source_url,catalog_date,programmatic_catalog_query,risk_model,notes
UserWindowsSettings.Read.All,Delegated,77e07bab-1b34-40a5-bb6c-4b197b3f6027,Read windows settings for all devices,Allows the app to read a user's windows settings which are stored in cloud and their values on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,UserWindowsSettings,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
SensitivityLabel.Evaluate,Application,57f0b71b-a759-45a0-9a0f-cc099fbd9a44,Evaluate sensitivity labels,"Allow the app to determine if there is any sensitivity label to be applied automatically to the content or recommended to the user for manual application, without a signed-in user.",Yes,Low,26,false,Low-risk or narrow resource access,SensitivityLabel,Evaluate,,Tenant-wide app permission,false,false,false,false,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,app-only token/no signed-in user context; admin consent required,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
SynchronizationData-User.Upload,Application,db31e92a-b9ea-4d87-bf6a-75a37a9ca35a,Upload user data to the identity synchronization service,"Allows the application to upload bulk user data to the identity synchronization service, without a signed-in user.",Yes,Low,26,false,Low-risk or narrow resource access,SynchronizationData-User,Upload,,Tenant-wide app permission,false,false,false,false,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,app-only token/no signed-in user context; admin consent required,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
ApprovalSolution.ReadWrite,Delegated,6768d3af-4562-48ff-82d2-c5e19eb21b9c,"Read, create, and respond to approvals","Allows the app to provision, read, create, and respond to approvals on behalf of the signed-in user.",Yes,Low,26,false,Low-risk or narrow resource access,ApprovalSolution,ReadWrite,,Delegated/user-bounded permission,false,false,true,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
ApprovalSolutionResponse.ReadWrite,Delegated,89d944f2-2011-44ad-830c-aa9bf5ef2319,Read and respond to approvals assigned to the current user,Allows the app to read and respond to approvals on behalf of the signed-in user.,Yes,Low,26,false,Low-risk or narrow resource access,ApprovalSolutionResponse,ReadWrite,,Delegated/user-bounded permission,false,false,true,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
CallDelegation.ReadWrite,Delegated,599abf67-f72b-4b5f-98a3-cb38fe646118,Read and write delegation settings,Allows the app to read and write delegation settings of you,Yes,Low,26,false,Teams / collaboration / meetings,CallDelegation,ReadWrite,,Delegated/user-bounded permission,false,false,true,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,Prefer Teams RSC permissions scoped to the exact chat/team/user where possible.,delegated token; bounded by signed-in user privileges; admin consent required; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
EduAssignments.ReadWrite,Delegated,2f233e90-164b-4501-8bce-31af2559a2d3,Read and write users' class assignments and their grades,Allows the app to read and write assignments and their grades on behalf of the user.,Yes,Low,26,false,Low-risk or narrow resource access,EduAssignments,ReadWrite,,Delegated/user-bounded permission,false,false,true,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
EduAssignments.ReadWriteBasic,Delegated,2ef770a1-622a-47c4-93ee-28d6adbed3a0,Read and write users' class assignments without grades,Allows the app to read and write assignments without grades on behalf of the user.,Yes,Low,26,false,Low-risk or narrow resource access,EduAssignments,ReadWriteBasic,,Delegated/user-bounded permission,false,false,true,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
EduCurricula.ReadWrite,Delegated,4793c53b-df34-44fd-8d26-d15c517732f5,Read and write the user's class modules and resources,Allows the app to read and write user's modules and resources on behalf of the signed-in user.,Yes,Low,26,false,Low-risk or narrow resource access,EduCurricula,ReadWrite,,Delegated/user-bounded permission,false,false,true,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
EduRoster.ReadBasic,Delegated,5d186531-d1bf-4f07-8cea-7c42119e1bd9,Read a limited subset of users' view of the roster,"Allows the app to read a limited subset of the properties from the structure of schools and classes in an organization's roster and a limited subset of properties about users to be read on behalf of the user. Includes name, status, education role, email address and photo.",Yes,Low,26,false,Business data / collaboration data,EduRoster,ReadBasic,,Delegated/user-bounded permission,true,true,false,true,false,false,false,false,false,true,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; limited/resource-specific/owned/selected scope; read/list capability; business/collaboration/user data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
GroupSettings.Read.All,Delegated,2eb2bc92-94ef-4c6b-b4ab-2a09bc975e0e,Read all group settings that user can access,"Allows the app to read a list of tenant-level or group-specific group settings objects, on behalf of the signed-in user.",Yes,Low,26,false,Business data / collaboration data,GroupSettings,Read,All,Delegated/user-bounded permission,true,true,false,true,false,false,false,false,false,true,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; limited/resource-specific/owned/selected scope; read/list capability; business/collaboration/user data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
LifecycleWorkflows-Workflow.Activate,Delegated,df1c25b3-072c-45cd-8403-c63441e4cca1,Run workflows on-demand in Lifecycle workflows,Allows the app to run workflows on-demand on behalf of a signed-in user.,Yes,Low,26,false,Low-risk or narrow resource access,LifecycleWorkflows-Workflow,Activate,,Delegated/user-bounded permission,false,false,true,false,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
VirtualAppointment.ReadWrite,Delegated,2ccc2926-a528-4b17-b8bb-860eed29d64c,Read and write a user's virtual appointments,Allows an application to read and write virtual appointments for the signed-in user. Only an organizer or participant user can read and write their virtual appointments.,Yes,Low,26,false,Low-risk or narrow resource access,VirtualAppointment,ReadWrite,,Delegated/user-bounded permission,false,false,true,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; write/manage/action capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
BusinessScenarioConfig.Read.OwnedBy,Application,acc0fc4d-2cd6-4194-8700-1768d8423d86,Read all business scenario configurations this app creates or owns,"Allows the app to read the configurations of business scenarios it owns, without a signed-in user.",Yes,Low,25,false,Low-risk or narrow resource access,BusinessScenarioConfig,Read,OwnedBy,Tenant-wide app permission,false,true,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,app-only token/no signed-in user context; admin consent required; limited/resource-specific/owned/selected scope; read/list capability; selected/owned scope lowers blast radius,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
